"config","algorithm","avg_cost_per_step","avg_fill_rate","avg_stockout_rate","avg_bullwhip_cv","avg_transport_per_step","avg_route_distance_per_step","routing_feasible_rate","runtime_sec"
"env_4layers_hard","BaseStock+Savings2Opt","3416.978133916337","0.5272188748755275","0.47278112512447246","5.089324565371466","76.25591169411452","76.25591169411452","1.0","0.03651690483093262"
"env_4layers_hard","(s,S)+Savings2Opt","3568.1318349091894","0.5274556238683609","0.4725443761316391","5.500588785994611","61.84850157585665","61.84850157585665","1.0","0.034070730209350586"
"env_4layers_hard","BaseStock+NearestInsertion","3416.978133916337","0.5272188748755275","0.47278112512447246","5.089324565371466","76.25591169411452","76.25591169411452","1.0","0.039475440979003906"
"env_4layers_hard","(s,S)+NearestInsertion","3568.1318349091894","0.5274556238683609","0.4725443761316391","5.500588785994611","61.84850157585665","61.84850157585665","1.0","0.0452876091003418"
"env_4layers_hard","BaseStock+GARouting","3416.978133916337","0.5272188748755275","0.47278112512447246","5.089324565371466","76.25591169411452","76.25591169411452","1.0","6.8343117237091064"
"env_4layers_hard","(s,S)+GARouting","3568.1318349091894","0.5274556238683609","0.4725443761316391","5.500588785994611","61.84850157585665","61.84850157585665","1.0","5.802815914154053"
"env_4layers_hard","GAInventory+Savings","1413.281112492594","0.8533860193223282","0.1466139806776718","3.556541087713948","184.18111249259417","184.18111249259414","1.0","0.7606613636016846"
"env_4layers_hard","GAInventory+Savings2Opt","1413.281112492594","0.8533860193223282","0.1466139806776718","3.556541087713948","184.18111249259417","184.18111249259414","1.0","0.7331898212432861"
"env_4layers_hard","ALNSInventory+Savings","1034.3989465465831","0.8980929560411252","0.10190704395887488","2.1928953100009454","207.41005765769424","207.41005765769424","1.0","0.2548043727874756"
"env_4layers_hard","ALNSInventory+Savings2Opt","1034.3989465465831","0.8980929560411252","0.10190704395887488","2.1928953100009454","207.41005765769424","207.41005765769424","1.0","0.25373268127441406"
"env_4layers_hard","ALNS-IRP","1060.7824120582327","0.8927832631010605","0.10721673689893955","2.4529676040725055","204.14352316934378","204.14352316934378","1.0","1.1233527660369873"
"env_4layers_hard","MILP","310.3277777777777","0.9743401007993094","0.025659899200690634","1.4722359178750395","0.0","0.0","1.0","4.059599161148071"
"env_4layers","BaseStock","1984.761111111111","0.646810199912271","0.3531898000877291","8.098136231569553","0.0","0.0","1.0","0.026816844940185547"
"env_4layers","(s,S)","2010.5055555555555","0.6194164742278052","0.3805835257721948","8.499774693268984","0.0","0.0","1.0","0.026586055755615234"
"env_4layers","BaseStock+Savings","2072.4689465996416","0.646810199912271","0.3531898000877291","8.098136231569553","87.70783548853018","87.70783548853018","1.0","0.03561854362487793"
"env_4layers","(s,S)+Savings","2065.2352582174253","0.6194164742278052","0.3805835257721948","8.499774693268984","54.72970266186968","54.72970266186968","1.0","0.033434391021728516"
"env_4layers","BaseStock+Savings2Opt","2072.4689465996416","0.646810199912271","0.3531898000877291","8.098136231569553","87.70783548853018","87.70783548853018","1.0","0.035707712173461914"
"env_4layers","(s,S)+Savings2Opt","2065.2352582174253","0.6194164742278052","0.3805835257721948","8.499774693268984","54.72970266186968","54.72970266186968","1.0","0.03955197334289551"
"env_4layers","BaseStock+NearestInsertion","2072.4689465996416","0.646810199912271","0.3531898000877291","8.098136231569553","87.70783548853018","87.70783548853018","1.0","0.04423356056213379"
"env_4layers","(s,S)+NearestInsertion","2065.2352582174253","0.6194164742278052","0.3805835257721948","8.499774693268984","54.72970266186968","54.72970266186968","1.0","0.03356313705444336"
"env_4layers","BaseStock+GARouting","2072.4689465996416","0.646810199912271","0.3531898000877291","8.098136231569553","87.70783548853018","87.70783548853018","1.0","7.993513107299805"
"env_4layers","(s,S)+GARouting","2065.2352582174253","0.6194164742278052","0.3805835257721948","8.499774693268984","54.72970266186968","54.72970266186968","1.0","4.424137353897095"
"env_4layers","GAInventory+Savings","1033.9373789171","0.9650073123966513","0.034992687603348616","3.92087652605753","208.8596011393221","208.8596011393221","1.0","0.7155461311340332"
"env_4layers","GAInventory+Savings2Opt","1033.9373789171","0.9650073123966513","0.034992687603348616","3.92087652605753","208.8596011393221","208.8596011393221","1.0","0.7205097675323486"
"env_4layers","ALNSInventory+Savings","882.2155265738551","0.96010487398016","0.03989512601983999","2.0129213020690053","213.3488599071883","213.3488599071883","1.0","0.2539839744567871"
"env_4layers","ALNSInventory+Savings2Opt","882.2155265738551","0.96010487398016","0.03989512601983999","2.0129213020690053","213.3488599071883","213.3488599071883","1.0","0.25092267990112305"
"env_4layers","ALNS-IRP","883.9526271685758","0.9616527176851739","0.03834728231482613","1.7750380140997384","216.09151605746456","216.09151605746456","1.0","1.0922908782958984"
"env_4layers","MILP","434.57222222222225","0.988061959645293","0.011938040354707025","1.5670668769810179","0.0","0.0","1.0","3.94191312789917"
